#chrom	strand	txStart
chr1	+	7831328
chr1	+	7844379
chr1	+	7844439
chr1	+	7844713
chr1	+	7844713
chr1	+	7844713
chr1	+	7844713
chr1	-	7907671
chr1	-	7907671
chr1	-	7903142
chr1	-	7990338
chr1	-	7975930
chr1	+	8043018
chr1	+	8021713
chr1	+	8021713
chr1	+	8021713
chr1	-	8073486
chr1	-	8071778
chr1	+	8384389
chr1	+	8390197
chr1	-	8440651
chr1	-	8412463
chr1	-	8420171
chr1	-	8525029
chr1	-	8412463
chr1	-	8412463
chr1	-	8921058
chr1	-	8921058
chr1	-	8923172
chr1	-	8931005
chr1	+	8938893
chr1	+	9005892
chr1	+	9005892
chr1	+	9005892
chr1	+	9005892
chr1	+	9005892
chr1	-	9063358
chr1	-	9097004
chr1	-	9097004
chr1	-	9101426
chr1	-	9097004
chr1	-	9097004
chr1	-	9101426
chr1	-	9117506
chr1	-	9164475
chr1	-	9164475
chr1	-	9169157
chr1	-	9186983
chr1	-	9211726
chr1	-	9208345
chr1	+	9294862
chr1	+	9352940
chr1	+	9415765
chr1	-	9497727
chr1	+	9599527
chr1	+	9648931
chr1	+	9648931
chr1	+	9656916
chr1	-	9712667
chr1	-	9740902
chr1	+	9711789
chr1	+	9711789
chr1	+	9751524
chr1	+	9751524
chr1	+	9770162
chr1	-	9789078
chr1	-	9789078
chr1	-	9789078
chr1	-	9789078
chr1	-	9908333
chr1	-	9908333
chr1	-	9989775
chr1	-	9989775
chr1	-	9989775
chr1	-	9989775
chr1	+	10003485
chr1	+	10057254
chr1	+	10057254
chr1	+	10093040
chr1	+	10093040
chr1	+	10093040
chr1	+	10093040
chr1	+	10093040
chr1	+	10231013
chr1	+	10270763
chr1	+	10270763
chr1	+	10292307
chr1	+	10292307
chr1	+	10292307
chr1	+	10292307
chr1	+	10270763
chr1	+	10271673
chr1	+	10459084
chr1	+	10459084
chr1	+	10490158
chr1	+	10490158
chr1	+	10490158
chr1	+	10490158
chr1	+	10490803
chr1	+	10490803
chr1	+	10509775
chr1	-	10520602
chr1	-	10520602
chr1	+	10535002
chr1	+	10535002
chr1	+	10535002
chr1	+	10535002
chr1	+	10535002
chr1	+	10535002
chr1	+	10535002
chr1	+	10588311
chr1	-	10718063
chr1	+	10744633
chr1	-	10713040
chr1	-	10696665
chr1	-	10707262
chr1	-	11006529
chr1	-	11006529
chr1	-	11006529
chr1	+	11072678
chr1	+	11072678
chr1	-	11086579
chr1	-	11104854
chr1	-	11104854
chr1	-	11105155
chr1	-	11114648
chr1	-	11126675
chr1	-	11126675
chr1	-	11139767
chr1	-	11166587
chr1	+	11203954
chr1	+	11249345
chr1	-	11166587
chr1	+	11333254
chr1	+	11539294
chr1	+	11561046
chr1	+	11539294
chr1	-	11709143
chr1	-	11708417
chr1	-	11708417
chr1	+	11714913
chr1	+	11714431
chr1	+	11714913
chr1	+	11714913
chr1	+	11714913
chr1	+	11714913
chr1	+	11714913
chr1	+	11724149
chr1	-	11734536
chr1	-	11734536
chr1	-	11734536
chr1	+	11751780
chr1	+	11782186
chr1	+	11796141
chr1	+	11796141
chr1	+	11796141
chr1	+	11796141
chr1	+	11796141
chr1	+	11824461
chr1	+	11832138
chr1	+	11839858
chr1	-	11845786
chr1	-	11845786
chr1	-	11862937
chr1	-	11862937
chr1	-	11845786
chr1	+	11866152
chr1	+	11866152
chr1	+	11866152
chr1	+	11866152
chr1	+	11866152
chr1	+	11866152
chr1	+	11866152
chr1	+	11900375
chr1	+	11900375
chr1	+	11900375
chr1	+	11900375
chr1	+	11900375
chr1	+	11900375
chr1	-	11905766
chr1	-	11917520
chr1	-	11979644
chr1	-	11982231
chr1	+	11994723
chr1	+	11994723
chr1	+	12040237
chr1	+	12040237
chr1	+	12079298
chr1	+	12123433
chr1	+	12123433
chr1	+	12185957
chr1	+	12185957
chr1	+	12251761
chr1	+	12227059
chr1	+	12227059
chr1	+	12227059
chr1	+	12371510
chr1	+	12567299
chr1	+	12290112
chr1	+	12290112
chr1	+	12335881
chr1	+	12427724
chr1	+	12469883
chr1	-	12640550
chr1	-	12627938
chr1	-	12627938
chr1	-	12638983
chr1	-	12640130
chr1	+	12704565
chr1	+	12776117
chr1	+	12776117
chr1	+	12806162
chr1	+	12806162
chr1	+	12834983
chr1	+	12851545
chr1	-	12884467
chr1	-	12907235
chr1	-	12907260
chr1	+	12916940
chr1	-	12939032
chr1	-	12952726
chr1	+	12976449
chr1	-	12998301
chr1	+	13035542
chr1	-	12998301
chr1	-	13108513
chr1	-	13182959
chr1	-	13328195
chr1	+	13359818
chr1	-	13386646
chr1	-	13386646
chr1	+	13421175
chr1	-	13447413
chr1	-	13474052
chr1	+	13495253
chr1	+	13516065
chr1	-	13607430
chr1	+	13629937
chr1	+	13641972
chr1	-	13694888
chr1	+	13716087
chr1	+	13736906
chr1	-	13801444
chr1	+	13910251
chr1	+	13910251
chr1	+	13910761
chr1	+	13910761
chr1	+	13911966
chr1	+	13911966
chr1	+	14075855
chr1	+	14031349
chr1	+	14075855
chr1	+	14146461
chr1	+	14026734
chr1	+	14031349
chr1	+	14075855
chr1	+	14075855
chr1	+	14925212
chr1	+	15250624
chr1	+	15256295
chr1	+	15272414
chr1	+	15287179
chr1	+	14925212
chr1	+	15427703
chr1	-	15438310
chr1	-	15438310
chr1	+	15480228
chr1	+	15479027
chr1	+	15479027
chr1	+	15480228
chr1	+	15480228
chr1	-	15653175
chr1	+	15573767
chr1	+	15684286
chr1	+	15668231
chr1	+	15573767
chr1	+	15671578
chr1	+	15671911
chr1	+	15707196
chr1	+	15736390
chr1	+	15764937
chr1	+	15764937
chr1	+	15783222
chr1	+	15802595
chr1	-	15817323
chr1	-	15817895
chr1	-	15817895
chr1	-	15817895
chr1	-	15817895
chr1	-	15817895
chr1	+	15853351
chr1	+	15853351
chr1	+	15853351
chr1	-	15898193
chr1	+	15886020
chr1	+	15943952
chr1	+	15943952
chr1	+	15956819
chr1	+	15986363
chr1	+	15992765
chr1	+	16010826
chr1	+	16062808
chr1	+	16068986
chr1	+	16090990
chr1	+	16083153
chr1	+	16085254
chr1	+	16091029
chr1	+	16091458
chr1	-	16133656
chr1	-	16160709
chr1	+	16174358
chr1	+	16200609
chr1	-	16268363
chr1	-	16268363
chr1	-	16268363
chr1	-	16268363
chr1	-	16270321
chr1	-	16270364
chr1	-	16271431
chr1	-	16272256
chr1	-	16274237
chr1	-	16317618
chr1	+	16330730
chr1	-	16340522
chr1	-	16340522
chr1	-	16340522
chr1	-	16340522
chr1	-	16340522
chr1	+	16355006
chr1	+	16355006
chr1	+	16345369
chr1	+	16348485
chr1	+	16348485
chr1	+	16348485
chr1	+	16355620
chr1	+	16370230
chr1	+	16375256
chr1	-	16384263
chr1	-	16450831
chr1	-	16462083
chr1	-	16524598
chr1	-	16524598
chr1	-	16558181
chr1	-	16618819
chr1	-	16576558
chr1	-	16576558
chr1	+	16693524
chr1	+	16721826
chr1	+	16693524
chr1	+	16693524
chr1	+	16693524
chr1	+	16693524
chr1	-	16722175
chr1	-	16725137
chr1	-	16725137
chr1	+	16767166
chr1	+	16767166
chr1	+	16767166
chr1	+	16782289
chr1	-	16804749
chr1	-	16793930
chr1	-	16847079
chr1	-	16858892
chr1	-	16860349
chr1	+	16862254
chr1	-	16872433
chr1	-	16874159
chr1	+	16875408
chr1	-	16892902
chr1	-	16892902
chr1	-	16893673
chr1	-	16931912
chr1	-	16888921
chr1	-	16926095
chr1	-	16931912
chr1	-	16944750
chr1	-	16955701
chr1	-	16944750
chr1	-	16944750
chr1	-	16944756
chr1	-	16959589
chr1	-	16951872
chr1	-	16956164
chr1	+	16972068
chr1	+	16972068
chr1	+	16972863
chr1	+	16972863
chr1	+	16972068
chr1	+	16973907
chr1	+	16973907
chr1	-	17004765
chr1	-	17006500
chr1	+	17007749
chr1	-	17017712
chr1	+	17052060
chr1	+	17053779
chr1	-	17081128
chr1	-	17081128
chr1	-	17180899
chr1	-	17185443
chr1	+	17186692
chr1	+	17188415
chr1	+	17197439
chr1	+	17201957
chr1	-	17215040
chr1	+	17216171
chr1	+	17222645
chr1	+	17066767
chr1	+	17249157
chr1	+	17248444
chr1	+	17266388
chr1	+	17294697
chr1	-	17300998
chr1	-	17300998
chr1	-	17300998
chr1	-	17300998
chr1	-	17321981
chr1	-	17321981
chr1	-	17312452
chr1	-	17312452
chr1	-	17312452
chr1	-	17345224
chr1	-	17393255
chr1	-	17393255
chr1	-	17405525
chr1	+	17531620
chr1	+	17559775
chr1	+	17559775
chr1	+	17559775
chr1	+	17566189
chr1	-	17581660
chr1	+	17575592
chr1	+	17634689
chr1	+	17634689
chr1	+	17698740
chr1	-	17733250
chr1	-	17733250
chr1	+	17846826
chr1	+	17914910
chr1	+	17866329
chr1	+	17866329
chr1	+	17907047
chr1	+	17907047
chr1	+	17941582
chr1	+	17944810
chr1	+	17944810
chr1	+	17952450
chr1	+	18020541
chr1	+	18081807
chr1	+	18701063
chr1	+	18434239
chr1	+	18687860
chr1	+	18807423
chr1	+	18807664
chr1	+	18957499
chr1	+	18957499
chr1	+	18957499
chr1	-	19166092
chr1	-	19209695
chr1	-	19197923
chr1	-	19197923
chr1	-	19197923
chr1	-	19197923
chr1	-	19230773
chr1	-	19398603
chr1	-	19400999
chr1	-	19400999
chr1	-	19400999
chr1	-	19400999
chr1	-	19400999
chr1	-	19400999
chr1	-	19438133
chr1	-	19447682
chr1	-	19477417
chr1	-	19477417
chr1	-	19400999
chr1	-	19542157
chr1	-	19542157
chr1	-	19542157
chr1	-	19542157
chr1	-	19542157
chr1	+	19578074
chr1	-	19592475
chr1	-	19592475
chr1	-	19609056
chr1	-	19619740
chr1	-	19629201
chr1	-	19634232
chr1	+	19638739
chr1	+	19638739
chr1	+	19638739
chr1	+	19638739
chr1	+	19638739
chr1	-	19673334
chr1	+	19750877
chr1	-	19665266
chr1	-	19665266
chr1	-	19665266
chr1	-	19665266
chr1	+	19934300
chr1	+	19923470
chr1	+	19923470
chr1	+	19923470
chr1	+	19923470
chr1	+	19923470
chr1	+	19923470
chr1	+	19923470
chr1	+	19969722
chr1	+	19969722
chr1	+	19969902
chr1	+	19970207
chr1	+	19970666
chr1	+	19971865
chr1	+	19972259
chr1	+	19974103
chr1	+	19991779
chr1	-	20008734
chr1	-	20008734
chr1	-	20071536
chr1	-	20008705
chr1	-	20072024
chr1	-	20140521
chr1	+	20208887
chr1	-	20246799
chr1	-	20301923
chr1	-	20301923
chr1	-	20301923
chr1	-	20301923
chr1	+	20354671
chr1	+	20396700
chr1	-	20439142
chr1	-	20439142
chr1	+	20465822
chr1	-	20490483
chr1	+	20517054
chr1	+	20512577
chr1	+	20617411
chr1	+	20617411
chr1	+	20617411
chr1	+	20659258
chr1	+	20659258
chr1	-	20686293
chr1	-	20686293
chr1	-	20808883
chr1	-	20825940
chr1	+	20878931
chr1	+	20915443
chr1	+	20915443
chr1	+	20915443
chr1	+	20959947
chr1	+	20972000
chr1	-	20978259
chr1	-	20978259
chr1	-	20978259
chr1	-	20990506
chr1	-	20990506
chr1	-	20990506
chr1	-	20990506
chr1	-	21046224
chr1	-	21046224
chr1	-	21046224
chr1	-	21069170
chr1	-	21069170
chr1	-	21069622
chr1	-	21069170
chr1	-	21102147
chr1	-	21069170
chr1	-	21069170
chr1	-	21080550
chr1	-	21132784
chr1	-	21132784
chr1	-	21132784
chr1	-	21267737
chr1	-	21267737
chr1	-	21132784
chr1	-	21267737
chr1	-	21132784
chr1	-	21132784
chr1	-	21602542
chr1	-	21543739
chr1	-	21543739
chr1	-	21543739
chr1	-	21543739
chr1	-	21559597
chr1	+	21619782
chr1	-	21543739
chr1	-	21749600
chr1	+	21761832
chr1	+	21766582
chr1	+	21766582
chr1	+	21766582
chr1	+	21766582
chr1	+	21835857
chr1	+	21835857
chr1	+	21835857
chr1	+	21835857
chr1	+	21877771
chr1	-	21922707
chr1	-	21943798
chr1	-	21922707
chr1	-	21922707
chr1	-	21922707
chr1	-	22012384
chr1	-	22004791
chr1	-	22004791
chr1	-	22004791
chr1	-	22004791
chr1	-	22004791
chr1	-	22047528
chr1	-	22054338
chr1	+	22147942
chr1	+	22138757
chr1	-	22148736
chr1	-	22213707
chr1	-	22148736
chr1	-	22148736
chr1	+	22303417
chr1	+	22303417
chr1	+	22328148
chr1	+	22351706
chr1	+	22352041
chr1	+	22379119
chr1	+	22379119
chr1	+	22379119
chr1	+	22379119
chr1	+	22379119
chr1	+	22379119
chr1	+	22379119
chr1	-	22443797
chr1	-	22443797
chr1	+	22828068
chr1	+	22778343
chr1	+	22778343
chr1	+	22778343
chr1	+	22890003
chr1	+	22890003
chr1	+	22963117
chr1	+	22970117
chr1	+	22970117
chr1	+	22979681
chr1	+	23046009
chr1	-	23189651
chr1	+	23037330
chr1	+	23037330
chr1	+	23037330
chr1	+	23037331
chr1	+	23243782
chr1	-	23337326
chr1	+	23370797
chr1	+	23345940
chr1	+	23345940
chr1	+	23490445
chr1	-	23410515
chr1	-	23410515
chr1	-	23416919
chr1	-	23417682
chr1	-	23518387
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23636275
chr1	-	23685940
chr1	-	23685940
chr1	+	23695463
chr1	+	23695710
chr1	-	23710670
chr1	-	23707554
chr1	-	23724037
chr1	-	23735156
chr1	-	23755055
chr1	-	23801092
chr1	-	23755055
chr1	-	23755055
chr1	-	23755055
chr1	-	23768993
chr1	+	23853364
chr1	-	23832919
chr1	-	23884420
chr1	+	23907984
chr1	+	23953225
chr1	+	24018268
chr1	+	24018268
chr1	+	24069855
chr1	-	24086871
chr1	+	24104875
chr1	+	24104875
chr1	+	24117645
chr1	-	24122088
chr1	-	24122088
chr1	-	24122088
chr1	-	24122088
chr1	-	24124576
chr1	-	24130889
chr1	-	24128366
chr1	-	24128366
chr1	-	24130077
chr1	-	24128366
chr1	-	24186287
chr1	-	24171571
chr1	-	24180849
chr1	-	24201024
chr1	-	24200459
chr1	+	24255559
chr1	+	24287947
chr1	+	24286300
chr1	-	24291417
chr1	-	24292936
chr1	-	24292936
chr1	-	24292936
chr1	-	24292936
chr1	-	24292936
chr1	-	24295572
chr1	-	24295572
chr1	-	24320925
chr1	-	24382530
chr1	-	24382530
chr1	-	24408038
chr1	-	24382530
chr1	-	24392136
chr1	-	24446260
chr1	-	24446260
chr1	-	24446260
chr1	-	24446260
chr1	-	24480646
chr1	-	24480646
chr1	-	24480646
chr1	-	24480646
chr1	-	24487867
chr1	+	24526729
chr1	-	24578722
chr1	-	24579767
chr1	+	24645811
chr1	+	24646055
chr1	+	24649529
chr1	+	24649529
chr1	+	24645811
chr1	-	24683488
chr1	-	24695210
chr1	-	24683488
chr1	-	24683488
chr1	-	24683488
chr1	-	24683488
chr1	+	24742244
chr1	+	24782627
chr1	+	24742244
chr1	+	24742244
chr1	-	24822822
chr1	-	24822822
chr1	-	24822822
chr1	-	24822822
chr1	+	24828840
chr1	+	24828840
chr1	+	24829386
chr1	+	24829386
chr1	+	24829386
chr1	+	24829386
chr1	+	24834083
chr1	+	24840803
chr1	+	24840803
chr1	+	24840803
chr1	+	24882566
chr1	+	24975349
chr1	+	24970049
chr1	+	24975251
chr1	+	24969593
chr1	+	24969593
chr1	+	25071877
chr1	+	25169384
chr1	+	25071759
chr1	-	25227540
chr1	-	25226001
chr1	-	25226001
chr1	-	25226001
chr1	-	25226001
chr1	-	25255175
chr1	-	25256077
chr1	-	25548766
chr1	-	25548766
chr1	-	25553283
chr1	-	25556799
chr1	-	25568739
chr1	-	25568739
chr1	-	25629228
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	+	25598980
chr1	-	25568739
chr1	+	25664788
chr1	+	25664788
chr1	+	25664788
chr1	+	25664788
chr1	-	25688739
chr1	-	25688739
chr1	-	25688739
chr1	-	25688739
chr1	-	25688739
chr1	-	25688739
chr1	-	25688739
chr1	+	25757387
chr1	+	25757387
chr1	+	25757387
chr1	+	25757387
chr1	+	25870075
chr1	+	25889284
chr1	+	25889297
chr1	+	25943958
chr1	+	25943958
chr1	+	26126666
chr1	+	26126666
chr1	-	26146444
chr1	+	26146396
chr1	+	26146396
chr1	+	26146396
chr1	+	26146396
chr1	+	26146683
chr1	+	26147318
chr1	+	26149020
chr1	+	26152122
chr1	-	26160496
chr1	-	26189289
chr1	-	26187974
chr1	-	26210676
chr1	-	26226606
chr1	-	26232852
chr1	-	26210676
chr1	-	26226606
chr1	-	26226606
chr1	-	26226606
chr1	-	26286257
chr1	-	26286257
chr1	+	26348270
chr1	-	26364513
chr1	-	26364513
chr1	-	26377795
chr1	+	26437655
chr1	+	26438267
chr1	+	26438267
chr1	+	26487782
chr1	+	26485510
chr1	+	26496387
chr1	+	26503980
chr1	+	26503980
chr1	+	26503980
chr1	+	26503980
chr1	+	26503981
chr1	+	26517118
chr1	+	26517118
chr1	+	26517118
chr1	+	26551810
chr1	+	26560692
chr1	+	26560692
chr1	+	26560692
chr1	+	26595780
chr1	+	26606212
chr1	-	26608772
chr1	-	26608772
chr1	-	26608772
chr1	-	26608772
chr1	-	26610852
chr1	-	26610852
chr1	-	26608772
chr1	+	26644410
chr1	+	26644410
chr1	-	26662956
chr1	-	26648349
chr1	-	26688124
chr1	-	26688124
chr1	-	26688124
chr1	+	26737268
chr1	+	26737268
chr1	-	26789254
chr1	+	26758772
chr1	+	26758772
chr1	+	26758772
chr1	+	26758772
chr1	+	26758772
chr1	+	26798901
chr1	+	26881032
chr1	+	26869652
chr1	+	26856248
chr1	+	26857818
chr1	+	26872342
chr1	+	26872342
chr1	+	27055870
chr1	+	27022521
chr1	+	27022521
chr1	+	27022521
chr1	+	27097609
chr1	+	27099305
chr1	+	27100819
